budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
3800000, Comedy,,10557, islam hippie fathersonrelationship muslim jealousy tradition cultureclash religiouseducation modernsociety pakistani daughter faith integration culturaldifference,en,East Is East,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",3.667372,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1999-05-14,28200000,97.0,Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,59
3000000, Comedy Romance,,23531, independentfilm diner dating masturbation,en,Whipped,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",2.144354,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-01,0,82.0,Released,Never underestimate the power of a woman.,Whipped,3.1,11
3000000, Family Fantasy,,252, chocolate factoryworker basedonnovel candy tvaddictedperson overweightchild grandfathergrandsonrelationship factory musical single teacher,en,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,23.981601,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1971-06-29,4000000,100.0,Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798
3000000, Comedy,,18892, confession jealousy nightmare ambition groupie highschool cafeteria revenge prom deadbody dating fashion rockband fantasysequence slowmotion multipleentities popmusic makeover polarocamera publichumiliation socialoutcast sekick prankgonewrong cliques socialclimbing backstabbing deadteenager gothgirls,en,Jawbreaker,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",4.337685,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-01-30,3076820,87.0,Released,Suck it and see...,Jawbreaker,5.9,90
2962051, Drama History,,549, newyork sex drugabuse homelessperson newlove drugaddiction overdose graffiti streetart vernissage exhibit friendship independentfilm drug celebration,en,Basquiat,"Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980’s New York.",3.636634,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-09,3011195,108.0,Released,"In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Basquiat,6.6,94
3000000, Crime Drama,http://www.tsotsimovie.com/,868, slum baby fight nudity leader johannesburg police love friends murder gang teenager violence criminal hijack,af,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",2.504169,"[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-08-18,9879971,94.0,Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
3000000, Comedy Drama,,10683, rape sistersisterrelationship loverfemale pedophilia sister partnership stalker secretlove independentfilm relationship extramaritalaffair familyconflict unhappiness,en,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",10.757539,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-16,2807390,139.0,Released,Finding happiness can be a tragic comedy.,Happiness,7.4,194
2800000, Comedy Horror,,246403, canada obsession walrus deception search disfigurement experimentalsurgery abduction,en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",15.754614,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-19,1826705,102.0,Released,Let me tell you a story...,Tusk,5.1,366
3000000, Drama Thriller Mystery Action,,670, sushirestaurant rageandhate notebook daughter hostility sin revenge loneliness urination anger catholic incest southhypnosis,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",56.76349,"[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2003-01-01,14980005,120.0,Released,"15 years of imprisonment, five days of vengeance",Oldboy,8.0,1945
3000000, Action Comedy Thriller,http://www.hobowithashotgun.com/,49010, femalenudity prostitute shotgun pimp underwear dystopia vigilante blood massacre brutality violence spittingblood whitesuit genoce bodymutilation extremesadism childkiller sawedoffshotgun flamethrower attemptedrobbery intestines disembowelment attemptedrape shotrepeatedly,en,Hobo with a Shotgun,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",16.900433,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-05-06,748453,86.0,Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
3000000, Comedy Drama Thriller,,11229, prison attempttoescape stepfather independentfilm hitchhiker,en,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",4.682881,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-23,0,110.0,Released,Her life is no fairy tale.,Freeway,6.5,95
3000000, Drama,,24469, dancing mother alcohol sex adultery fight nudity sister friendship party independentfilm school essex teenager theft violence apartment estate boyfriend teenagerebellion voyeur womandirector aggressive,en,Fish Tank,Everything changes for 15 year old Mia when her mum brings home a new boyfriend.,12.68672,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}]",2009-05-14,2357852,123.0,Released,"Live, love and give as good as you get.",Fish Tank,6.9,250
3000000, Comedy Romance,https://www.facebook.com/bachelorettemovie/,84174, bresma stripclub femalefriendship reunion druguse wedding weddingdress childhoodfriends womandirector bacheloretteparty bitch fatwoman,en,Bachelorette,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,20.95282,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-06,11947954,87.0,Released,Old habits party hard.,Bachelorette,5.3,444
3000000, Drama Comedy,,100975, newyork nurse sex infelity nudity romance independentfilm neighbor teenager voyeurism curious,en,Just Looking,"It's 1955. Lenny is a 14-year old boy who is totally fascinated by sex. He is too scared to ""do it,"" so he dedicates his summer to seeing two other people do it. Easier said than done. Caught in the act of spying, his mother and stepfather ship him off to spend the summer with his aunt and uncle in ""the country"" -- Queens. His plan looks like a bust and his summer seems destined for boredom, until he meets a whole new group of friends -- young teens who have a ""sex club.""",0.431332,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-21,0,97.0,Released,A voyeuristic coming-of-age comedy.,Just Looking,5.8,5
3000000, ScienceFiction,,38541, basement violence septictank towninpanic welding gunshot,en,The Divide,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",11.882563,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-13,22000,112.0,Released,The lucky ones died in the blast,The Divide,5.7,197
3000000, Thriller Horror,,234212, detective hauntedhouse investigation antichrist possession carcrash trance veocamera demon seance infrared missing,en,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,12.564554,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-12,3387000,83.0,Released,Every House Has It's Secrets,Demonic,4.9,148
2500000, Action Crime Drama Thriller,,26039, alcatraz revenge organizedcrime,en,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",5.164423,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1967-08-30,3200000,92.0,Released,There are two kinds of people in his up-tight world: his victims and his women. And sometimes you can't tell them apart.,Point Blank,7.1,95
3, Drama Comedy,,79587,,en,Four Single Fathers,"A comedy/drama about four Italian single fathers trying to cope with American ex-wives, children, family, and new relationships, set in New York and Rome.",0.008263,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2009-01-15,0,100.0,Released,Comedy,Four Single Fathers,0.0,0
3000000, Thriller,,342502, russian getaway lapd awol specialops,en,AWOL-72,"An AWOL marine in possession of secret government information, is a wanted man, pursued by Russian special ops, the LAPD, and a dangerous assassin.",1.141463,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-07,0,79.0,Released,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
